din_instante,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2022-11-12,S,Sul,2022-11-12,10692.09729167
2022-11-13,S,Sul,2022-11-13,9409.24658333
2022-11-14,S,Sul,2022-11-14,11123.15808333
2022-11-15,S,Sul,2022-11-15,10280.94245833
2022-11-16,S,Sul,2022-11-16,12119.880625
2022-11-17,S,Sul,2022-11-17,12554.59441667
2022-11-18,S,Sul,2022-11-18,12601.29679167
2022-11-19,S,Sul,2022-11-19,10833.45516667
2022-11-20,S,Sul,2022-11-20,9754.599625
2022-11-21,S,Sul,2022-11-21,13203.786625
2022-11-22,S,Sul,2022-11-22,13157.87308333
2022-11-23,S,Sul,2022-11-23,12819.85425
2022-11-24,S,Sul,2022-11-24,12437.66858333
2022-11-25,S,Sul,2022-11-25,12631.92083333
2022-11-26,S,Sul,2022-11-26,11161.92395833
2022-11-27,S,Sul,2022-11-27,9635.18245833
2022-11-28,S,Sul,2022-11-28,12085.92320833
2022-11-29,S,Sul,2022-11-29,12953.82404167
2022-11-30,S,Sul,2022-11-30,13274.388625
2022-12-01,S,Sul,2022-12-01,13540.92508333
2022-12-02,S,Sul,2022-12-02,13558.66408333
2022-12-03,S,Sul,2022-12-03,11885.11445833
2022-12-04,S,Sul,2022-12-04,10374.86033333
2022-12-05,S,Sul,2022-12-05,12997.926375
2022-12-06,S,Sul,2022-12-06,13818.77416667
2022-12-07,S,Sul,2022-12-07,14011.12229167
2022-12-08,S,Sul,2022-12-08,14362.43220833
2022-12-09,S,Sul,2022-12-09,14387.51391667
2022-12-10,S,Sul,2022-12-10,12642.42633333
2022-12-11,S,Sul,2022-12-11,11369.84170833
2022-12-12,S,Sul,2022-12-12,14539.60725
2022-12-13,S,Sul,2022-12-13,12848.94670833
2022-12-14,S,Sul,2022-12-14,12622.81766667
2022-12-15,S,Sul,2022-12-15,13304.17825
2022-12-16,S,Sul,2022-12-16,13102.07120833
2022-12-17,S,Sul,2022-12-17,10975.00058333
2022-12-18,S,Sul,2022-12-18,9825.34195833
2022-12-19,S,Sul,2022-12-19,11823.84654167
2022-12-20,S,Sul,2022-12-20,11863.63333333
2022-12-21,S,Sul,2022-12-21,11734.80733333
2022-12-22,S,Sul,2022-12-22,11523.5635
2022-12-23,S,Sul,2022-12-23,11306.42975
2022-12-24,S,Sul,2022-12-24,10027.11983333
2022-12-25,S,Sul,2022-12-25,9030.33891667
2022-12-26,S,Sul,2022-12-26,10889.992
2022-12-27,S,Sul,2022-12-27,11627.47779167
2022-12-28,S,Sul,2022-12-28,11037.80020833
2022-12-29,S,Sul,2022-12-29,10650.70008333
2022-12-30,S,Sul,2022-12-30,10722.40108333
2022-12-31,S,Sul,2022-12-31,10286.141375
2023-01-01,S,Sul,2023-01-01,9696.385125
2023-01-02,S,Sul,2023-01-02,12220.86808333
2023-01-03,S,Sul,2023-01-03,12591.03525
2023-01-04,S,Sul,2023-01-04,11829.494875
2023-01-05,S,Sul,2023-01-05,11742.44445833
2023-01-06,S,Sul,2023-01-06,11700.86870833
2023-01-07,S,Sul,2023-01-07,10580.08470833
2023-01-08,S,Sul,2023-01-08,9652.34708333
2023-01-09,S,Sul,2023-01-09,12663.434625
2023-01-10,S,Sul,2023-01-10,13349.35475
2023-01-11,S,Sul,2023-01-11,13621.69404167
2023-01-12,S,Sul,2023-01-12,14406.39029167
2023-01-13,S,Sul,2023-01-13,14339.50058333
2023-01-14,S,Sul,2023-01-14,11846.79991667
2023-01-15,S,Sul,2023-01-15,10362.41345833
2023-01-16,S,Sul,2023-01-16,13664.947
2023-01-17,S,Sul,2023-01-17,14473.70975
2023-01-18,S,Sul,2023-01-18,14189.38041667
2023-01-19,S,Sul,2023-01-19,14143.73291667
2023-01-20,S,Sul,2023-01-20,14028.64141667
2023-01-21,S,Sul,2023-01-21,12234.49166667
2023-01-22,S,Sul,2023-01-22,10804.43558333
2023-01-23,S,Sul,2023-01-23,14130.07729167
2023-01-24,S,Sul,2023-01-24,14455.81891667
2023-01-25,S,Sul,2023-01-25,15340.26525
2023-01-26,S,Sul,2023-01-26,15270.49704167
2023-01-27,S,Sul,2023-01-27,14880.36908333
2023-01-28,S,Sul,2023-01-28,13487.18045833
2023-01-29,S,Sul,2023-01-29,11766.44158333
2023-01-30,S,Sul,2023-01-30,14482.807875
2023-01-31,S,Sul,2023-01-31,15156.73308333
2023-02-01,S,Sul,2023-02-01,15286.28491667
2023-02-02,S,Sul,2023-02-02,15305.787625
2023-02-03,S,Sul,2023-02-03,14658.44108333
2023-02-04,S,Sul,2023-02-04,11707.59358333
2023-02-05,S,Sul,2023-02-05,10174.87441667
2023-02-06,S,Sul,2023-02-06,14085.899625
2023-02-07,S,Sul,2023-02-07,14930.52370833
2023-02-08,S,Sul,2023-02-08,15314.20720833
2023-02-09,S,Sul,2023-02-09,15499.08520833
2023-02-10,S,Sul,2023-02-10,15296.64483333
2023-02-11,S,Sul,2023-02-11,12904.76675
2023-02-12,S,Sul,2023-02-12,11632.39154167
2023-02-13,S,Sul,2023-02-13,15428.83604167
2023-02-14,S,Sul,2023-02-14,15922.07120833
2023-02-15,S,Sul,2023-02-15,14647.50425
2023-02-16,S,Sul,2023-02-16,14428.67845833
2023-02-17,S,Sul,2023-02-17,13308.38320833
2023-02-18,S,Sul,2023-02-18,9799.65804167
2023-02-19,S,Sul,2023-02-19,8673.64466667
2023-02-20,S,Sul,2023-02-20,11576.179625
2023-02-21,S,Sul,2023-02-21,11328.00245833
2023-02-22,S,Sul,2023-02-22,12580.84245833
2023-02-23,S,Sul,2023-02-23,13146.50629167
2023-02-24,S,Sul,2023-02-24,12726.85875
2023-02-25,S,Sul,2023-02-25,11035.62733333
2023-02-26,S,Sul,2023-02-26,9914.62829167
2023-02-27,S,Sul,2023-02-27,12771.63208333
2023-02-28,S,Sul,2023-02-28,13330.27354167
2023-03-01,S,Sul,2023-03-01,13529.27237545
2023-03-02,S,Sul,2023-03-02,14316.97725111
2023-03-03,S,Sul,2023-03-03,14190.31925065
2023-03-04,S,Sul,2023-03-04,11814.6250848
2023-03-05,S,Sul,2023-03-05,10014.4164575
2023-03-06,S,Sul,2023-03-06,13139.39504119
2023-03-07,S,Sul,2023-03-07,13669.24783398
2023-03-08,S,Sul,2023-03-08,14352.80525
2023-03-09,S,Sul,2023-03-09,14535.96349816
2023-03-10,S,Sul,2023-03-10,14083.90258388
2023-03-11,S,Sul,2023-03-11,12141.18837477
2023-03-12,S,Sul,2023-03-12,10739.3266237
2023-03-13,S,Sul,2023-03-13,14011.7134139
2023-03-14,S,Sul,2023-03-14,14453.75591517
2023-03-15,S,Sul,2023-03-15,14456.81041465
2023-03-16,S,Sul,2023-03-16,14512.34154107
2023-03-17,S,Sul,2023-03-17,14586.47866667
2023-03-18,S,Sul,2023-03-18,12509.25983384
2023-03-19,S,Sul,2023-03-19,11163.25483202
2023-03-20,S,Sul,2023-03-20,14866.34896224
2023-03-21,S,Sul,2023-03-21,15174.09395833
2023-03-22,S,Sul,2023-03-22,15147.32179139
2023-03-23,S,Sul,2023-03-23,15182.53345833
2023-03-24,S,Sul,2023-03-24,15017.82924673
2023-03-25,S,Sul,2023-03-25,12485.541875
2023-03-26,S,Sul,2023-03-26,10427.56279167
2023-03-27,S,Sul,2023-03-27,13034.682045
2023-03-28,S,Sul,2023-03-28,13524.9337923
2023-03-29,S,Sul,2023-03-29,14594.96024785
2023-03-30,S,Sul,2023-03-30,13918.11916604
2023-03-31,S,Sul,2023-03-31,13673.12379112
2023-04-01,S,Sul,2023-04-01,10956.58345833
2023-04-02,S,Sul,2023-04-02,9358.65379167
2023-04-03,S,Sul,2023-04-03,12602.67403564
2023-04-04,S,Sul,2023-04-04,13706.54725
2023-04-05,S,Sul,2023-04-05,13746.79758333
2023-04-06,S,Sul,2023-04-06,13210.20754167
2023-04-07,S,Sul,2023-04-07,9500.56816667
2023-04-08,S,Sul,2023-04-08,9623.00529167
2023-04-09,S,Sul,2023-04-09,8783.51816667
2023-04-10,S,Sul,2023-04-10,12478.72033333
2023-04-11,S,Sul,2023-04-11,13367.18529167
2023-04-12,S,Sul,2023-04-12,13805.99016667
2023-04-13,S,Sul,2023-04-13,13762.3155
2023-04-14,S,Sul,2023-04-14,13234.976875
2023-04-15,S,Sul,2023-04-15,11277.5235
2023-04-16,S,Sul,2023-04-16,9788.40867148
2023-04-17,S,Sul,2023-04-17,12420.99583333
2023-04-18,S,Sul,2023-04-18,12071.93720833
2023-04-19,S,Sul,2023-04-19,11500.86658333
2023-04-20,S,Sul,2023-04-20,11225.17291667
2023-04-21,S,Sul,2023-04-21,9641.26204167
2023-04-22,S,Sul,2023-04-22,9310.24220833
2023-04-23,S,Sul,2023-04-23,8646.54920833
2023-04-24,S,Sul,2023-04-24,11822.702875
2023-04-25,S,Sul,2023-04-25,12557.10004167
2023-04-26,S,Sul,2023-04-26,12626.7385
2023-04-27,S,Sul,2023-04-27,12578.76833333
2023-04-28,S,Sul,2023-04-28,12246.69958333
2023-04-29,S,Sul,2023-04-29,11011.57091667
2023-04-30,S,Sul,2023-04-30,9634.79570833
2023-05-01,S,Sul,2023-05-01,10127.39175
2023-05-02,S,Sul,2023-05-02,13090.16404167
2023-05-03,S,Sul,2023-05-03,13375.72375
2023-05-04,S,Sul,2023-05-04,13260.36854167
2023-05-05,S,Sul,2023-05-05,12991.4895
2023-05-06,S,Sul,2023-05-06,10947.05653994
2023-05-07,S,Sul,2023-05-07,9701.62333333
2023-05-08,S,Sul,2023-05-08,12286.12675
2023-05-09,S,Sul,2023-05-09,12205.23375
2023-05-10,S,Sul,2023-05-10,12137.64020833
2023-05-11,S,Sul,2023-05-11,11946.35049627
2023-05-12,S,Sul,2023-05-12,12240.91720833
2023-05-13,S,Sul,2023-05-13,10405.70020833
2023-05-14,S,Sul,2023-05-14,8859.58454167
2023-05-15,S,Sul,2023-05-15,11899.74099925
2023-05-16,S,Sul,2023-05-16,12517.42041667
2023-05-17,S,Sul,2023-05-17,12523.270625
2023-05-18,S,Sul,2023-05-18,12864.39304167
2023-05-19,S,Sul,2023-05-19,12894.60883091
2023-05-20,S,Sul,2023-05-20,11326.97604233
2023-05-21,S,Sul,2023-05-21,9937.48691609
2023-05-22,S,Sul,2023-05-22,12838.31287307
2023-05-23,S,Sul,2023-05-23,13268.81212555
2023-05-24,S,Sul,2023-05-24,13243.26949995
2023-05-25,S,Sul,2023-05-25,13440.77233258
2023-05-26,S,Sul,2023-05-26,13313.07295829
2023-05-27,S,Sul,2023-05-27,11739.17166653
2023-05-28,S,Sul,2023-05-28,9818.78457998
2023-05-29,S,Sul,2023-05-29,12823.26391602
2023-05-30,S,Sul,2023-05-30,13280.77983344
2023-05-31,S,Sul,2023-05-31,12934.5719982
2023-06-01,S,Sul,2023-06-01,12709.93991704
2023-06-02,S,Sul,2023-06-02,12484.39416667
2023-06-03,S,Sul,2023-06-03,10933.46204167
2023-06-04,S,Sul,2023-06-04,9598.62075
2023-06-05,S,Sul,2023-06-05,12402.97745833
2023-06-06,S,Sul,2023-06-06,12668.31679052
2023-06-07,S,Sul,2023-06-07,12625.35541667
2023-06-08,S,Sul,2023-06-08,11150.111125
2023-06-09,S,Sul,2023-06-09,11507.61908333
2023-06-10,S,Sul,2023-06-10,10716.95170833
2023-06-11,S,Sul,2023-06-11,9760.50720833
2023-06-12,S,Sul,2023-06-12,12377.79041667
2023-06-13,S,Sul,2023-06-13,13124.90395833
2023-06-14,S,Sul,2023-06-14,13195.39683333
2023-06-15,S,Sul,2023-06-15,12565.903625
2023-06-16,S,Sul,2023-06-16,11828.43704167
2023-06-17,S,Sul,2023-06-17,10202.135125
2023-06-18,S,Sul,2023-06-18,8869.08745833
2023-06-19,S,Sul,2023-06-19,11979.16391667
2023-06-20,S,Sul,2023-06-20,12324.70375
2023-06-21,S,Sul,2023-06-21,12720.53741667
2023-06-22,S,Sul,2023-06-22,12967.63679167
2023-06-23,S,Sul,2023-06-23,12567.49929167
2023-06-24,S,Sul,2023-06-24,10182.214875
2023-06-25,S,Sul,2023-06-25,8993.09554167
2023-06-26,S,Sul,2023-06-26,11717.30633333
2023-06-27,S,Sul,2023-06-27,12097.42733333
2023-06-28,S,Sul,2023-06-28,12324.41970833
2023-06-29,S,Sul,2023-06-29,12230.41725
2023-06-30,S,Sul,2023-06-30,12594.55970833
2023-07-01,S,Sul,2023-07-01,10883.35379167
2023-07-02,S,Sul,2023-07-02,9694.23720833
2023-07-03,S,Sul,2023-07-03,12325.3250872
2023-07-04,S,Sul,2023-07-04,12744.6521318
2023-07-05,S,Sul,2023-07-05,12878.84533333
2023-07-06,S,Sul,2023-07-06,12945.81320833
2023-07-07,S,Sul,2023-07-07,13165.96495833
2023-07-08,S,Sul,2023-07-08,11084.71866667
2023-07-09,S,Sul,2023-07-09,9590.24770833
2023-07-10,S,Sul,2023-07-10,12420.954
2023-07-11,S,Sul,2023-07-11,12614.66820833
2023-07-12,S,Sul,2023-07-12,12878.77270833
2023-07-13,S,Sul,2023-07-13,12164.23404167
2023-07-14,S,Sul,2023-07-14,11947.13079167
2023-07-15,S,Sul,2023-07-15,10013.11516667
2023-07-16,S,Sul,2023-07-16,8588.71808333
2023-07-17,S,Sul,2023-07-17,11791.2883452
2023-07-18,S,Sul,2023-07-18,12321.17454167
2023-07-19,S,Sul,2023-07-19,12345.78616667
2023-07-20,S,Sul,2023-07-20,12451.040875
2023-07-21,S,Sul,2023-07-21,12332.95616667
2023-07-22,S,Sul,2023-07-22,10618.057875
2023-07-23,S,Sul,2023-07-23,9497.81641667
2023-07-24,S,Sul,2023-07-24,12426.509
2023-07-25,S,Sul,2023-07-25,12859.07416667
2023-07-26,S,Sul,2023-07-26,13114.35466667
2023-07-27,S,Sul,2023-07-27,13228.03925
2023-07-28,S,Sul,2023-07-28,13228.41020833
2023-07-29,S,Sul,2023-07-29,11289.10070833
2023-07-30,S,Sul,2023-07-30,9775.41358333
2023-07-31,S,Sul,2023-07-31,12623.52525
2023-08-01,S,Sul,2023-08-01,12994.89575
2023-08-02,S,Sul,2023-08-02,13150.64783333
2023-08-03,S,Sul,2023-08-03,13387.8585
2023-08-04,S,Sul,2023-08-04,13443.01795833
2023-08-05,S,Sul,2023-08-05,11241.59916667
2023-08-06,S,Sul,2023-08-06,9852.67475
2023-08-07,S,Sul,2023-08-07,12977.73483333
2023-08-08,S,Sul,2023-08-08,13128.214125
2023-08-09,S,Sul,2023-08-09,12912.255875
2023-08-10,S,Sul,2023-08-10,12764.65816667
2023-08-11,S,Sul,2023-08-11,12371.63929167
2023-08-12,S,Sul,2023-08-12,10208.698375
2023-08-13,S,Sul,2023-08-13,8492.15320833
2023-08-14,S,Sul,2023-08-14,11528.437
2023-08-15,S,Sul,2023-08-15,11981.14445782
2023-08-16,S,Sul,2023-08-16,12412.86595833
2023-08-17,S,Sul,2023-08-17,12878.024125
2023-08-18,S,Sul,2023-08-18,13115.647
2023-08-19,S,Sul,2023-08-19,10574.7015
2023-08-20,S,Sul,2023-08-20,9441.37495833
2023-08-21,S,Sul,2023-08-21,12204.39583333
2023-08-22,S,Sul,2023-08-22,13006.50654167
2023-08-23,S,Sul,2023-08-23,13857.41079167
2023-08-24,S,Sul,2023-08-24,13644.14545833
2023-08-25,S,Sul,2023-08-25,13192.03520833
2023-08-26,S,Sul,2023-08-26,11171.855875
2023-08-27,S,Sul,2023-08-27,9927.12129167
2023-08-28,S,Sul,2023-08-28,12911.59504167
2023-08-29,S,Sul,2023-08-29,13181.524625
2023-08-30,S,Sul,2023-08-30,13279.97908333
2023-08-31,S,Sul,2023-08-31,13098.193
2023-09-01,S,Sul,2023-09-01,12982.88529167
2023-09-02,S,Sul,2023-09-02,11038.94466667
2023-09-03,S,Sul,2023-09-03,9522.28770833
2023-09-04,S,Sul,2023-09-04,12555.34041667
2023-09-05,S,Sul,2023-09-05,12317.94320833
2023-09-06,S,Sul,2023-09-06,12136.14545833
2023-09-07,S,Sul,2023-09-07,10847.75008333
2023-09-08,S,Sul,2023-09-08,10975.50595833
2023-09-09,S,Sul,2023-09-09,9944.86658333
2023-09-10,S,Sul,2023-09-10,8906.24958333
2023-09-11,S,Sul,2023-09-11,12096.35595833
2023-09-12,S,Sul,2023-09-12,13004.78045833
2023-09-13,S,Sul,2023-09-13,12961.70245833
2023-09-14,S,Sul,2023-09-14,12454.55333333
2023-09-15,S,Sul,2023-09-15,12290.45433333
2023-09-16,S,Sul,2023-09-16,10760.558375
2023-09-17,S,Sul,2023-09-17,10034.359375
2023-09-18,S,Sul,2023-09-18,13663.08279167
2023-09-19,S,Sul,2023-09-19,13959.66220833
2023-09-20,S,Sul,2023-09-20,13174.47079167
2023-09-21,S,Sul,2023-09-21,14067.40345833
2023-09-22,S,Sul,2023-09-22,14358.98366667
2023-09-23,S,Sul,2023-09-23,12407.346
2023-09-24,S,Sul,2023-09-24,11443.44058333
2023-09-25,S,Sul,2023-09-25,14108.71341667
2023-09-26,S,Sul,2023-09-26,14290.08745833
2023-09-27,S,Sul,2023-09-27,13654.55845833
2023-09-28,S,Sul,2023-09-28,12861.98425
2023-09-29,S,Sul,2023-09-29,12897.30858333
2023-09-30,S,Sul,2023-09-30,11414.714
2023-10-01,S,Sul,2023-10-01,9960.07316667
2023-10-02,S,Sul,2023-10-02,12726.73683333
2023-10-03,S,Sul,2023-10-03,13680.45179188
2023-10-04,S,Sul,2023-10-04,13493.94454094
2023-10-05,S,Sul,2023-10-05,12918.33987639
2023-10-06,S,Sul,2023-10-06,12997.32537407
2023-10-07,S,Sul,2023-10-07,11664.82933333
2023-10-08,S,Sul,2023-10-08,9938.15845833
2023-10-09,S,Sul,2023-10-09,12176.59179167
2023-10-10,S,Sul,2023-10-10,12566.25583333
2023-10-11,S,Sul,2023-10-11,13012.144375
2023-10-12,S,Sul,2023-10-12,11020.756125
2023-10-13,S,Sul,2023-10-13,11579.53941667
2023-10-14,S,Sul,2023-10-14,10111.37683333
2023-10-15,S,Sul,2023-10-15,9299.50275
2023-10-16,S,Sul,2023-10-16,13157.592125
2023-10-17,S,Sul,2023-10-17,13327.674875
2023-10-18,S,Sul,2023-10-18,12924.00304167
2023-10-19,S,Sul,2023-10-19,13250.47195833
2023-10-20,S,Sul,2023-10-20,12883.04375
2023-10-21,S,Sul,2023-10-21,11543.44858333
2023-10-22,S,Sul,2023-10-22,10392.93466667
2023-10-23,S,Sul,2023-10-23,13696.44658333
2023-10-24,S,Sul,2023-10-24,13986.67366667
2023-10-25,S,Sul,2023-10-25,13606.28
2023-10-26,S,Sul,2023-10-26,13432.47095833
2023-10-27,S,Sul,2023-10-27,13407.659
2023-10-28,S,Sul,2023-10-28,11781.87095833
2023-10-29,S,Sul,2023-10-29,10774.82533333
2023-10-30,S,Sul,2023-10-30,13903.86388008
2023-10-31,S,Sul,2023-10-31,13457.8485
2023-11-01,S,Sul,2023-11-01,13297.55
2023-11-02,S,Sul,2023-11-02,11241.68791667
2023-11-03,S,Sul,2023-11-03,12299.36520833
2023-11-04,S,Sul,2023-11-04,10556.83916667
2023-11-05,S,Sul,2023-11-05,9579.54354167
2023-11-06,S,Sul,2023-11-06,12783.90670833
2023-11-07,S,Sul,2023-11-07,13636.810875
2023-11-08,S,Sul,2023-11-08,14407.47804167
2023-11-09,S,Sul,2023-11-09,14408.99883333
2023-11-10,S,Sul,2023-11-10,13929.17641667
2023-11-11,S,Sul,2023-11-11,13017.67175
2023-11-12,S,Sul,2023-11-12,11956.05070833
2023-11-13,S,Sul,2023-11-13,14663.00345833
2023-11-14,S,Sul,2023-11-14,14238.696125
2023-11-15,S,Sul,2023-11-15,12981.85816667
2023-11-16,S,Sul,2023-11-16,14559.95458333
2023-11-17,S,Sul,2023-11-17,14550.878625
2023-11-18,S,Sul,2023-11-18,12570.44229167
2023-11-19,S,Sul,2023-11-19,10751.76
2023-11-20,S,Sul,2023-11-20,13553.101125
2023-11-21,S,Sul,2023-11-21,14837.43975
2023-11-22,S,Sul,2023-11-22,15216.10329167
2023-11-23,S,Sul,2023-11-23,14158.40245833
2023-11-24,S,Sul,2023-11-24,13735.817125
2023-11-25,S,Sul,2023-11-25,11643.09725
2023-11-26,S,Sul,2023-11-26,10380.5745
2023-11-27,S,Sul,2023-11-27,13700.238125
2023-11-28,S,Sul,2023-11-28,14012.2375
2023-11-29,S,Sul,2023-11-29,14369.24391667
2023-11-30,S,Sul,2023-11-30,15329.6075
2023-12-01,S,Sul,2023-12-01,15909.77845833
2023-12-02,S,Sul,2023-12-02,14212.20825
2023-12-03,S,Sul,2023-12-03,12104.12783333
2023-12-04,S,Sul,2023-12-04,14405.21616667
2023-12-05,S,Sul,2023-12-05,14045.97770833
2023-12-06,S,Sul,2023-12-06,14859.98966667
2023-12-07,S,Sul,2023-12-07,15364.99408821
2023-12-08,S,Sul,2023-12-08,14118.260875
2023-12-09,S,Sul,2023-12-09,12209.84575
2023-12-10,S,Sul,2023-12-10,10608.61533333
2023-12-11,S,Sul,2023-12-11,13620.19908333
2023-12-12,S,Sul,2023-12-12,14832.01054167
2023-12-13,S,Sul,2023-12-13,15579.68754167
2023-12-14,S,Sul,2023-12-14,16518.262375
2023-12-15,S,Sul,2023-12-15,16771.68658333
2023-12-16,S,Sul,2023-12-16,14984.40120833
2023-12-17,S,Sul,2023-12-17,13943.00208333
2023-12-18,S,Sul,2023-12-18,17094.96466667
2023-12-19,S,Sul,2023-12-19,16396.94879167
2023-12-20,S,Sul,2023-12-20,15512.06820833
2023-12-21,S,Sul,2023-12-21,15115.703375
2023-12-22,S,Sul,2023-12-22,15380.57783333
2023-12-23,S,Sul,2023-12-23,12672.12320833
2023-12-24,S,Sul,2023-12-24,11835.551875
2023-12-25,S,Sul,2023-12-25,10870.28820833
2023-12-26,S,Sul,2023-12-26,12702.2595
2023-12-27,S,Sul,2023-12-27,12806.54679167
2023-12-28,S,Sul,2023-12-28,13821.5995
2023-12-29,S,Sul,2023-12-29,13677.27075
2023-12-30,S,Sul,2023-12-30,11940.31995833
2023-12-31,S,Sul,2023-12-31,10697.37566667
2024-01-01,S,Sul,2024-01-01,10472.40329167
2024-01-02,S,Sul,2024-01-02,12956.08525
2024-01-03,S,Sul,2024-01-03,13443.96695833
2024-01-04,S,Sul,2024-01-04,13904.14791667
2024-01-05,S,Sul,2024-01-05,13813.90220833
2024-01-06,S,Sul,2024-01-06,13046.68654167
2024-01-07,S,Sul,2024-01-07,12846.31095833
2024-01-08,S,Sul,2024-01-08,16220.4935
2024-01-09,S,Sul,2024-01-09,16444.15704167
2024-01-10,S,Sul,2024-01-10,16393.82204167
2024-01-11,S,Sul,2024-01-11,16248.09295833
2024-01-12,S,Sul,2024-01-12,15124.02966667
2024-01-13,S,Sul,2024-01-13,13041.35433333
2024-01-14,S,Sul,2024-01-14,12259.44625
2024-01-15,S,Sul,2024-01-15,15929.24416667
2024-01-16,S,Sul,2024-01-16,16750.95583333
2024-01-17,S,Sul,2024-01-17,15124.07983333
2024-01-18,S,Sul,2024-01-18,15210.248625
2024-01-19,S,Sul,2024-01-19,15729.93145833
2024-01-20,S,Sul,2024-01-20,13397.92066667
2024-01-21,S,Sul,2024-01-21,11189.19004167
2024-01-22,S,Sul,2024-01-22,13890.41725
2024-01-23,S,Sul,2024-01-23,13685.83679167
2024-01-24,S,Sul,2024-01-24,13615.23191667
2024-01-25,S,Sul,2024-01-25,13522.8515
2024-01-26,S,Sul,2024-01-26,13542.64075
2024-01-27,S,Sul,2024-01-27,12044.583875
2024-01-28,S,Sul,2024-01-28,10774.57245833
2024-01-29,S,Sul,2024-01-29,13961.6175
2024-01-30,S,Sul,2024-01-30,15170.66333333
2024-01-31,S,Sul,2024-01-31,15746.21908333
2024-02-01,S,Sul,2024-02-01,16537.46783333
2024-02-02,S,Sul,2024-02-02,16187.34916667
2024-02-03,S,Sul,2024-02-03,14604.34329167
2024-02-04,S,Sul,2024-02-04,13850.249125
2024-02-05,S,Sul,2024-02-05,17197.22233333
2024-02-06,S,Sul,2024-02-06,17854.349375
2024-02-07,S,Sul,2024-02-07,18150.0915
2024-02-08,S,Sul,2024-02-08,17873.15270833
2024-02-09,S,Sul,2024-02-09,18150.92829167
2024-02-10,S,Sul,2024-02-10,15712.07791667
2024-02-11,S,Sul,2024-02-11,14433.46154167
2024-02-12,S,Sul,2024-02-12,17158.31254167
2024-02-13,S,Sul,2024-02-13,16380.4565
2024-02-14,S,Sul,2024-02-14,15315.4455
2024-02-15,S,Sul,2024-02-15,15022.87308333
2024-02-16,S,Sul,2024-02-16,14682.94341667
2024-02-17,S,Sul,2024-02-17,13049.961625
2024-02-18,S,Sul,2024-02-18,12063.17033333
2024-02-19,S,Sul,2024-02-19,15518.01179167
2024-02-20,S,Sul,2024-02-20,15137.55820833
2024-02-21,S,Sul,2024-02-21,15196.14379167
2024-02-22,S,Sul,2024-02-22,15701.445875
2024-02-23,S,Sul,2024-02-23,16726.62220833
2024-02-24,S,Sul,2024-02-24,14942.71820833
2024-02-25,S,Sul,2024-02-25,12985.16179167
2024-02-26,S,Sul,2024-02-26,15571.84379167
2024-02-27,S,Sul,2024-02-27,15859.429375
2024-02-28,S,Sul,2024-02-28,16232.65866667
2024-02-29,S,Sul,2024-02-29,16227.146125
2024-03-01,S,Sul,2024-03-01,16015.77733333
2024-03-02,S,Sul,2024-03-02,14249.04341667
2024-03-03,S,Sul,2024-03-03,13023.61016667
2024-03-04,S,Sul,2024-03-04,15596.39804167
2024-03-05,S,Sul,2024-03-05,14557.17341667
2024-03-06,S,Sul,2024-03-06,14551.97008333
2024-03-07,S,Sul,2024-03-07,15046.26041667
2024-03-08,S,Sul,2024-03-08,15095.88116667
2024-03-09,S,Sul,2024-03-09,13057.381125
2024-03-10,S,Sul,2024-03-10,11836.18370833
2024-03-11,S,Sul,2024-03-11,15121.07204167
2024-03-12,S,Sul,2024-03-12,15886.1025
2024-03-13,S,Sul,2024-03-13,16660.05325
2024-03-14,S,Sul,2024-03-14,17437.519
2024-03-15,S,Sul,2024-03-15,17452.365
2024-03-16,S,Sul,2024-03-16,14942.829375
2024-03-17,S,Sul,2024-03-17,12563.37166667
2024-03-18,S,Sul,2024-03-18,15668.88620833
2024-03-19,S,Sul,2024-03-19,16591.516375
2024-03-20,S,Sul,2024-03-20,16995.42804167
2024-03-21,S,Sul,2024-03-21,15510.215125
2024-03-22,S,Sul,2024-03-22,14062.68783333
2024-03-23,S,Sul,2024-03-23,11920.63495833
2024-03-24,S,Sul,2024-03-24,10804.50741667
2024-03-25,S,Sul,2024-03-25,14373.43020833
2024-03-26,S,Sul,2024-03-26,14935.07416667
2024-03-27,S,Sul,2024-03-27,14962.74241667
2024-03-28,S,Sul,2024-03-28,15399.22920833
2024-03-29,S,Sul,2024-03-29,12119.68770833
2024-03-30,S,Sul,2024-03-30,12297.96466667
2024-03-31,S,Sul,2024-03-31,11871.30975
2024-04-01,S,Sul,2024-04-01,15597.029375
2024-04-02,S,Sul,2024-04-02,15712.90058333
2024-04-03,S,Sul,2024-04-03,15744.73129167
2024-04-04,S,Sul,2024-04-04,15799.78708333
2024-04-05,S,Sul,2024-04-05,15073.373
2024-04-06,S,Sul,2024-04-06,13070.52025
2024-04-07,S,Sul,2024-04-07,11150.56420833
2024-04-08,S,Sul,2024-04-08,14285.81333333
2024-04-09,S,Sul,2024-04-09,15013.89670833
2024-04-10,S,Sul,2024-04-10,15459.33091667
2024-04-11,S,Sul,2024-04-11,14839.73175
2024-04-12,S,Sul,2024-04-12,14287.936625
2024-04-13,S,Sul,2024-04-13,12384.29758333
2024-04-14,S,Sul,2024-04-14,10718.40070833
2024-04-15,S,Sul,2024-04-15,13578.15429167
2024-04-16,S,Sul,2024-04-16,13915.90145833
